"cluster_id","verdetto_finale","n_studi_difettosi","etichetta_non_chiude","rilievi_accettati","rilievi_respinti","motivo","k_effective","k_kish","quota_top1","n_sig","I2_med","coherence_verdict","contrast_entity","contrast_entity_label","fascia","n_difetti"
"cgroup_L5_41f7b088","corretta",0,"False",0,1,"I dodici confronti isolano gefitinib contro DMSO o non trattato con la linea scritta identica sui due bracci dove e' dichiarata: 'DU145 + Gefitinib 0.5 µM 24h' vs 'DU145 + UNTREATED', 'HCC1143 cells treated with Gefitinib (0.5 µM)' vs 'HCC1143 cells untreated', 'KRJ1 cells treated with Gefitinib' vs 'KRJ1 cells treated with DMSO', 'NCI-H1793_Gefitinib_0.5706uM_24h' vs 'NCI-H1793_DMSO_24h', 'PC9_Gefitinib_500nM_3days' vs 'PC9_DMSO_3days' (tempo appaiato), 'MDA-MB-231 + Gefitinib' vs 'MDA-MB-231 + DMSO'. RILIEVO DEL CRITICO B RESPINTO: sostiene che l'asimmetria di donatore in GSE217421 sia provata perche' i due trattati ('Gefitinib-treated cardiac myocytes (MSN01)' e 'Gefitinib-treated cardiac myocytes') condividono lo stesso blocco di 12 controlli. Ma l'etichetta del controllo — 'DMSO-treated cardiac myocytes' — NON dichiara un donatore diverso, e la rubrica chiede un donatore diverso SCRITTO sui due bracci ('Dexamethasone (Donor 3)' vs 'Control (Donor 1)'); il controllo comune di una piattaforma di screening non e' un disallineamento leggibile. Idem per 'Gefitinib' vs 'DMSO' di GSE186341, dove nessuno dei due bracci nomina un materiale: l'etichetta non verifica l'appaiamento ma non lo contraddice, e un difetto va provato, non presunto. Entrambi restano sospetti dichiarati.",7,1.99856227530878,0.607382917019727,151,57.5464371869247,"coherent","CHEBI:49668","gefitinib","k = 5-9",0
"cgroup_L5_535d97f6","corretta",0,"False",0,2,"Tutti e dieci i confronti isolano imatinib contro il proprio veicolo o non-trattato, con il materiale ripetuto sui due lati: 'xenograft of patient sample + imatinib' contro 'xenograft of patient sample + DMSO', 'LuCaP 73 Imatinib' contro 'LuCaP 73 PBS Control', 'NCI-H1793_Imatinib_5.4553uM_24h' contro 'NCI-H1793_DMSO_24h', 'PANC-1_Imatinib' contro 'PANC-1_Untreated', 'Imatinib-treated cardiac myocytes' contro 'DMSO-treated cardiac myocytes'. RESPINTO il rilievo del critico B su [GSE155800]: l'etichetta e' 'Gastrointestinal stromal tumor treated with imatinib' contro 'Gastrointestinal stromal tumor', cioe' il termine di materiale E' ripetuto identico sui due lati e l'unica differenza scritta e' il trattamento. Il critico aggiunge dal di fuori l'ipotesi che siano pazienti diversi e che sia un'esposizione in-paziente: l'etichetta non dice ne' l'una ne' l'altra cosa, e in nessuno dei dieci confronti del gruppo (compresi quelli su linea cellulare) il donatore e' dichiarato — un difetto non puo' nascere da un'informazione che il materiale non porta mai. RESPINTO anche il secondo rilievo: che GSE217421 e GSE217423 possano essere due serie dello stesso esperimento, e che GSE193398 riusi gli stessi due controlli 'Untreated' per tre dosi ('Imatinib 1uM', '5uM', '10uM'), non sono difetti di appaiamento — lo dichiara il critico stesso — e le dosi diverse contro lo stesso controllo restano lo stesso contrasto. Sospetti dichiarati che vanno riportati accanto al risultato, non nel verdetto: il gruppo e' dominato (Kish 1,4 su 7 studi, 85% del peso su uno solo); GSE186341 e' uno studio di screening con controlli DMSO di piastra (n_controlli 22 e 4) e per la regola 5 vale UNA unita'; GSE155800 e' l'unico confronto su tessuto tumorale in un gruppo altrimenti in vitro e su xenotrapianto.",7,1.37412265733245,0.846417555698717,972,59.9410130484181,"coherent","CHEBI:45783","imatinib","k = 5-9",0
"cgroup_L5_79ce3bd1","corretta",0,"False",0,1,"I nove confronti isolano la bleomicina contro il proprio non trattato o veicolo, appaiati sul donatore ('Bleomycin-treated donor 2' vs 'DMSO-treated donor 2') e sul genotipo ('ANT1 KO Bleomycin Treated' vs 'ANT1 KO Vehicle Control'). RESPINTO il rilievo del critico B su GSE222676. Lo studio porta DUE coppie con controlli distinti (n=2 ciascuna): la coppia gemella dichiara 'ABCA1 knockout' su ENTRAMBI i bracci e ha un controllo suo, quindi la linea knockout ha gia' il proprio braccio trattato; per esclusione il trattato dell'altra coppia non e' il knockout, coerentemente col suo controllo che dichiara 'wild-type'. Quanto a 'senescent' contro 'proliferating': la senescenza e' l'ESITO atteso della bleomicina e 'proliferating' e' il descrittore che questo studio usa per il controllo in entrambe le coppie - non e' una differenza di partenza leggibile. Resta dichiarato il limite che il genotipo non e' scritto sul braccio trattato di quella coppia.",7,6.94415187079824,0.155921247856039,4139,95.3856403861541,"coherent","CHEBI:3139","bleomycin A2","k = 5-9",0
"cgroup_L5_b32ab7f6","corretta",0,"False",2,1,"Tutti e nove i confronti isolano IL-17A contro il proprio controllo, con i cofattori tenuti costanti dove sono dichiarati: 'Chondrocytes_P33_IL-17A' vs 'Chondrocytes_P33_Vehicle' e 'Synovial_fibroblasts_P330_IL-17A' vs 'Synovial_fibroblasts_P330_Vehicle' (tipo cellulare e passaggio identici sui due bracci), 'Colonic organoid, donor 1, IL17A 50ng/mL' vs 'Colonic organoid, donor 1, no treatment' (donatore appaiato), 'IL-17 (DonorID 1)' vs 'Control (DonorID 1)', 'IL-17A (100 ng/ml)' vs 'PBS'. Nessun secondo agente nel solo trattato, nessuna differenza di materiale leggibile. ACCETTATO il rilievo del critico A su GSE182957: un controllo non trattato si riconosce proprio dal fatto che non nomina alcun agente, e 'Bronchial epithelial cells differentiated on porous membrane under air-liquid interface condition' descrive il sistema di coltura senza dichiarare nulla che contraddica il braccio trattato; l'asimmetria e' stilistica, non di contenuto. Di conseguenza RESPINGO il rilievo del critico B che vorrebbe 'incerta' sullo stesso confronto: l'assenza di un agente nel controllo e' la forma normale del controllo, non una lacuna. ACCETTATO anche il secondo rilievo del critico A: il lettore aveva dichiarato come fatto che nel riferimento 'IL17A TGFlo' portasse una condizione assente dal controllo, ma il controllo del riferimento e' la stringa nuda 'PBS', che non dichiara alcuno stato di TGF ed e' per giunta lo STESSO controllo del braccio 'IL17A' semplice: e' un'accusa costruita sull'assenza di un token, vietata dalla regola 2. La divergenza di GSE119047 scende da B a C. DICHIARO il limite di potenza, che non e' un difetto di appaiamento: tre dei nove confronti vengono da GSE171952 e il gruppo ha il 59% del peso su un solo studio (Kish 2,2 su 7).",7,2.22868775412984,0.594893203947897,895,38.8715206839,"coherent","HGNC:5981","IL17A","k = 5-9",0
"cgroup_L5_ba4af011","difettosa",1,"False",0,1,"Un confronto poolato ha un difetto scritto: GSE232305 mette «HCT116 P53 Null + irradiation» contro «HCT116 + solvent» — il genotipo p53-nullo sta solo sul braccio irradiato e il controllo e' la linea parentale, quindi il confronto misura irradiazione PIU' perdita di p53. La coppia corretta esiste ed e' poolata nello stesso gruppo («HCT116 + irradiation» vs «HCT116 + solvent»), il che rende il mismatch dimostrato dall'interno. RESPINTO il rilievo del critico B su GSE165585: «Irradiation Treated Buccal Mucosa Squamous Carcinoma» vs «Parent Oral Cancer Cell Line» non dichiara una linea derivata contro la sua progenitrice — 'Parent' e' compatibile con 'cellule parentali non trattate', e il materiale stesso contiene la prova contraria, perche' nel riferimento gli STESSI campioni di controllo erano etichettati «Control (untreated)». Non e' la forma di «MSC da iPSC» contro «MSC primarie», dove il materiale e' affermato diverso su entrambi i lati. Resta un sospetto dichiarato, insieme al «No Treatment (Proliferating)» di GSE105951, dove lo stato proliferativo e' plausibilmente la conseguenza del non-trattamento.",7,5.83250833610032,0.202954932889408,2854,93.4663740937617,"coherent","STR:irradiation","irradiation","k = 5-9",1
"cgroup_L5_bb8cb388","corretta",0,"False",1,1,"Caso-controllo di malattia (endometriosi contro sano), 7 studi: regola 3, i soggetti diversi sono il disegno. Ogni confronto oppone paziente o tessuto con endometriosi a controllo sano dello stesso tipo: 'Endometriosis' contro 'Healthy Endometrium'; 'Peritoneal endometriosis' contro 'Healthy controls'; 'Ovarian endometriosis' contro 'Healthy control'; 'Endometriosis patient 1' contro 'Healthy control patient 13'; 'Endometriosis (Patient 1)' contro 'Control (Patient 5)'. ACCOLGO IL CRITICO A E TOLGO IL SOSPETTO DI SEDE INCROCIATA su GSE153740, RESPINGENDO il rilievo opposto del critico B. Ragione: l'etichetta citata non dice quello che il critico B sostiene. 'Ovarian endometriosis' e' il SOTTOTIPO di malattia della paziente — esattamente come 'Peritoneal endometriosis' in GSE153739 — e non dichiara una sede di prelievo; nessuna etichetta di questo gruppo mette una lesione ectopica contro endometrio sano. In piu' l'unica etichetta che decide la questione la decide in senso opposto: sullo STESSO studio e sullo STESSO confronto il riferimento legge 'Eutopic endometrium with Ovarian endometriosis' contro 'Eutopic endometrium Healthy', cioe' endometrio eutopico su ENTRAMBI i lati. Vale la seconda direzione della regola 6: dove l'etichetta decide che il confronto e' pulito, resta pulito. L'etichetta nuova e' solo meno verificabile, e la minore verificabilita' non e' un difetto (regola 2). LIMITI DICHIARATI: sottotipi diversi (peritoneale, ovarico) convivono fra STUDI, ammesso dalla regola 3; il gruppo ha solo 62 geni significativi e Kish 3.2 su 7.",7,3.23243661724012,0.445182714957681,62,41.2534666402913,"coherent","STR:endometriosis","endometriosis","k = 5-9",0
"cgroup_L5_c054e202","difettosa",1,"False",1,0,"Sei confronti su sette sono appaiati e leggibili: 'Rapamycin' contro 'DMSO'; 'Rapamycin-treated TSC1-null HCV29 cells' contro 'DMSO-treated TSC1-null HCV29 cells' (il genotipo sta su entrambi i bracci); 'MCF7 + Rapamycin' contro 'MCF7 + Vehicle (DMSO)'. Il settimo no, ed e' scritto nell'etichetta: il trattato e' il PDX 'LuCaP 147' e il controllo il PDX 'LuCaP 73', due tumori di due pazienti diversi propagati in vivo. Non e' la differenza di linea cellulare FRA STUDI che la regola 3 ammette: e' una differenza di modello DENTRO lo stesso confronto, in un disegno di trattamento, quindi quel confronto non isola piu' la rapamicina. ACCOLGO il rilievo del critico B, che aggiunge la prova decisiva: nel riferimento la stessa coppia era 'LuCaP 78 + Rapamycin' contro 'LuCaP 78 PBS Control', cioe' lo stesso PDX sui due bracci. L'appaiamento corretto esisteva nello studio ed e' stato rotto dal run nuovo.",7,6.17932322248851,0.192764353691663,2975,82.2949845002455,"coherent","CHEBI:9168","sirolimus","k = 5-9",1
"cgroup_L5_efced505","corretta",0,"False",0,3,"Sedici dei diciassette confronti nominano sunitinib sul trattato e sono appaiati per linea, materiale o tempo: `Sunitinib 3 uM 6h` → `DMSO 0.001 uM 6h`, `HF2597 Sunitinib` → `HF2597 DMSO`, `HSTS_Sunitinib` → `HSTS_DMSO`, `NCI-H1793_Sunitinib` → `NCI-H1793_Untreated`, `Sunitinib-treated U87 MG cells` → `DMSO-treated U87 MG cells`, `HCC1143 cells treated with Sunitinib (0.045 uM)` → `HCC1143 cells untreated`, `MYCN-amplified + Sunitinib` → `MYCN-amplified + vehicle`. In GSE114686 i due bracci a 24h condividono lo stesso controllo ma differiscono solo per DOSE, asse che il controllo non deve appaiare: non e' un difetto. RESPINTI tutti e tre i rilievi del critico B, perche' l'etichetta citata non dice quello che sostiene. (1) `Sunitinib-treated cardiac myocytes (MSN06)` / `DMSO-treated cardiac myocytes`: il controllo NON nomina un altro donatore, non lo nomina affatto; e i due bracci che nominano il donatore nominano lo STESSO (MSN06), quindi non esiste la coppia di donatori diversi sullo stesso pool che rende impossibile l'appaiamento (a differenza del gruppo afatinib, dove MSN01 e MSN05 condividono lo stesso pool). Resta un sospetto pesante, dichiarato: GSE217421 porta quattro confronti (due con etichetta e numeri IDENTICI) tutti sugli stessi 12 controlli, per 20 campioni trattati di un solo farmaco, e vale il 40% del gruppo. (2) GSE59066 e' un contrasto clinico fra pazienti diversi, ma il tipo di controllo dichiarato dal gruppo (`untreated`) e' rispettato e la regola 3 protegge i soggetti diversi in un disegno fra pazienti; il materiale diverso FRA STUDI e' normale in meta-analisi. Lo registro come limite di eterogeneita', non come difetto di appaiamento. (3) `Sunitinib` → `DMSO` (2 vs 24) non nomina la linea su nessuno dei due bracci: il fatto che nel gruppo afatinib lo STESSO studio produca `HSTS cells treated with Afatinib` → `KRJ1 cells treated with DMSO` prova che quel dispatch puo' incrociare le linee e alza il sospetto, ma non prova che QUESTO confronto lo faccia. E' il solo confronto del gruppo non verificabile, e lo dichiaro.",7,3.41015105250032,0.402043137958602,478,48.0062761713918,"coherent","CHEBI:38940","sunitinib","k = 5-9",0
"cgroup_L5_fea19ca0","difettosa",2,"False",1,1,"Restano i due difetti del lettore, entrambi leggibili. (1) GSE125066 poola 'Wild-type T. gondii + IFN-β' contro 'Untreated': misura infezione+citochina, non IFN-beta. ACCOLTA l'aggravante del critico B, verificata: quel braccio e il braccio pulito 'IFN-β treated' usano lo STESSO controllo (GSM3562052/58/64), quindi la contaminazione non e' confinata a una riga isolata. (2) GSE126409: quattro righe su un controllo dichiarato 'vehicle control (time zero)', usato anche per la stimolazione a 24 ore. Precisazione dovuta: verificato che i campioni di controllo sono gli STESSI del riferimento (GSM3597910/923/936/949), li' chiamati 'Healthy Vehicle Control' — il difetto e' identico nelle due esecuzioni, il run nuovo lo rende soltanto leggibile. RESPINTA la parte (a) del rilievo di B su GSE114284: 'BEAS-2B untreated (wild-type)' contro 'BEAS-2B + IFNβ (0.2 ng/ml)' e' un'informazione in PIU' sul controllo, non la prova che il trattato sia un mutante; lo studio non ha altri gruppi ne' scarti che attestino un braccio geneticamente modificato, e per lo stesso principio con cui respingo 'lung' vs 'lung adenocarcinoma' una specificazione asimmetrica non e' un difetto.",7,4.61907676586052,0.311117029528503,2109,75.7917379884007,"coherent","HGNC:5434","IFNB1","k = 5-9",2
"cgroup_L5_12228932","corretta",0,"False",0,1,"Ogni confronto isola l'EGF e l'etichetta lo decide: ""SYK-KO + EGF"" vs ""SYK-KO"" e ""SYK-WT + EGF"" vs ""SYK-WT"" (genotipo su entrambi i bracci), ""EGF 24h"" vs ""PBS 24h"" e ""EGF 48h"" vs ""PBS 48h"" (tempo appaiato), ""HAoSMC EGF"" vs ""HAoSMC Control"" e ""HCASMC EGF"" vs ""HCASMC Control"" (ogni tipo cellulare col proprio controllo), ""EGF (30/60 min) + NTC-siRNA"" vs ""PBS + NTC-siRNA"" (siRNA non-targeting su entrambi). RESPINGO il rilievo del critico B su GSE254479: ""EGF alone"" vs ""Starvation control"" e' il disegno canonico della stimolazione con EGF (privazione di siero e poi stimolo), e la parola ""alone"" dice che l'EGF e' l'unico agente sul braccio trattato; l'etichetta non mostra un secondo fattore su un braccio solo. Resta come sospetto dichiarato — gia' scritto dal lettore — che il trattato non ripeta esplicitamente la condizione di starvation.",6,5.48810176532999,0.221578721724869,1984,90.8902497935685,"coherent","HGNC:3229","EGF","k = 5-9",0
"cgroup_L5_29cb04f8","difettosa",1,"False",0,0,"Sette confronti su otto isolano il 5-fluorouracile contro il proprio veicolo appaiato anche nel tempo e nel genotipo ('HCT116 5-FU 24h' vs 'HCT116 DMSO 24h'; 'U2OS_MDM2_W329G_5-FU_24h_rep3' vs 'U2OS_MDM2_W329G_DMSO_24h'). GSE145356 invece mette '5-FU/LV treated' contro 'DMSO control': la sigla LV (leucovorina) e' un secondo composto presente solo nel braccio trattato, quindi il confronto non isola il 5-FU ma la combinazione. E' la forma esatta dell'esempio 'LPS + IFN-gamma contro untreated' della regola 4, ed e' leggibile sull'etichetta. Nessun critico ha sollevato rilievi su questo gruppo. La dose in mg/kg di GSE264144 indica un modello in vivo diverso dagli altri, ma la differenza di modello FRA STUDI non e' un difetto e i suoi due bracci sono appaiati.",6,3.24299626459567,0.418132758663086,1200,87.6673967456735,"coherent","CHEBI:46345","5-fluorouracil","k = 5-9",1
"cgroup_L5_3824dc37","corretta",0,"False",0,1,"Caso-controllo di malattia (NASH contro fegato sano), 6 studi: regola 3. Tutti i confronti oppongono materiale epatico di paziente NASH a materiale epatico sano — 'Liver tissue from NASH patients' contro 'Healthy liver tissue', 'Liver cells from NASH patients' contro 'Healthy liver cells', 'NASH' contro 'Healthy Control'/'Healthy'/'Healthy control', e i tre strati di GSE162694 contro 'Normal Liver Histology'. Materiale appaiato dentro ogni confronto, nessun secondo agente, nessuna sede incrociata. RESPINGO il rilievo del critico B, dichiarandolo. Il critico contesta due cose: (a) che i tre confronti di GSE162694 condividano gli stessi 20 controlli — vero, e li rende non indipendenti gonfiando il peso dello studio, ma e' un problema di unita' di analisi, non di appaiamento, e lo tratto in modo uniforme in tutto il blocco (GSE150851 psoriasi, GSE126964 ccRCC, GSE57148 BPCO, GSE186341 ponatinib); (b) che 'Fibrosis Stage 0', 'Stage 1' e 'Stage 3' non siano lo stesso contrasto — ma tutti e tre sono NASH istologicamente accertata contro fegato a istologia normale: stessa entita', stesso verso, stesso tipo di controllo (regola 1). La stratificazione per gravita' e' eterogeneita' dichiarata, non un contrasto diverso. LIMITE DICHIARATO: lo studio ENTRATO col nuovo run porta tre confronti su un solo gruppo di controllo, quindi parte del guadagno dichiarato e' lo stesso studio contato tre volte; Kish 3.0 su 6 studi, il piu' pesante al 48%.",6,3.04114315427184,0.483220826352847,677,57.7722025580881,"coherent","STR:nash","nash","k = 5-9",0
"cgroup_L5_4753688f","incerta",0,"True",1,0,"Otto confronti su nove sono R5020 contro il proprio veicolo nello stesso modello e allo stesso tempo, uno perfino col secondo reagente tenuto costante ('R5020 for 6 hours and water for 18 hours' vs 'EtOH for 6 hours and water for 18 hours'). ACCOLGO il rilievo del critico A sul nono: l'etichetta del controllo 'PR-B + vehicle (48h)' NON dichiara un fondo p53 diverso, TACE; e il tag '+ p53mut' migra di riga fra le due esecuzioni (riferimento: PR-A 6h e PR-B 48h; ora: PR-B 48h), il che mostra un'annotazione instabile piuttosto che un braccio di disegno. Quindi 'difettosa' afferma piu' di quanto l'etichetta dica. Ma non arrivo a 'corretta': il silenzio riguarda un GENOTIPO, cioe' uno stato che, se differisse davvero fra i bracci, cambierebbe il contrasto - diverso dal silenzio su un identificativo (donatore, replicato) che tratto come sospetto altrove. Scelgo la lettura che non sovrastima: incerta. Limite ulteriore, non di appaiamento: Kish 1,5 con l'81% del peso su un solo studio.",6,1.50582350930183,0.807962959327014,1111,59.6043100675537,"coherent","STR:r5020","r5020","k = 5-9",0
"cgroup_L5_479c6221","corretta",0,"False",0,1,"Confermo il lettore. Tutti i confronti oppongono GSK126 al proprio veicolo o non trattato della stessa linea, con le etichette simmetriche: ""H2731_GSK126"" contro ""H2731_DMSO"", ""H2810_GSK126"" contro ""H2810_DMSO"", ""NCI-H526 treated with GSK126"" contro ""NCI-H526 treated with DMSO"", ""HPDEC + GSK126 (duplicate)"" contro ""HPDEC + DMSO"", ""GSK126"" contro ""DMSO"". RESPINGO il rilievo del critico B, che lui stesso dichiara il piu' debole: ""A549 cells treated with GSK126"" contro ""A549 naive cells"" ha lo stesso materiale sui due bracci e la sola differenza scritta e' il farmaco; il controllo dichiarato dal gruppo e' la classe ""vehicle_untreated"", che per costruzione tiene insieme veicolo e non trattato, quindi un controllo naive non e' un tipo di controllo diverso ma la stessa classe. Che il solvente non sia replicato sul controllo e' un limite dello studio, non un disallineamento dei bracci; e ""A549 negative control"" e' un'etichetta opaca che non dichiara nulla di discordante - resta un sospetto, non un difetto.",6,2.81108604584521,0.484353982087603,1193,64.5743687769394,"coherent","CHEBI:124921","GSK126","k = 5-9",0
"cgroup_L5_63e69fdc","corretta",0,"False",0,1,"Caso-controllo di malattia: i soggetti diversi fra i bracci sono il disegno, non un difetto (regola 3). Le etichette tengono costante cio' che conta: [GSE203206] la SEDE e' scritta su entrambi i bracci ('AD Subject 4934 Occipital Lobe' vs 'NDC Subject 4870 Occipital Lobe', idem per i soggetti 4964 e 4920); [GSE113524] 'Alzheimer's Disease (Patient1)' vs 'Healthy'; [GSE125583] 'Alzheimer's disease' vs 'Healthy control'; [GSE207821] 'Alzheimer's disease brain' vs 'Unaffected control brain'. Nessuna sede, materiale o co-trattamento disallineato e' leggibile. RILIEVO DEL CRITICO B RESPINTO: dice che tre casi contro lo stesso 'NDC Subject 4870 Occipital Lobe' e due casi contro lo stesso 'Control (99-50)' non sono contrasti indipendenti. E' vero che il controllo e' riusato — e lo registro come sospetto dichiarato, insieme allo squilibrio 77 contro 2 di GSE95587 — ma il riuso di un controllo e lo squilibrio numerico non sono un difetto di APPAIAMENTO: su ciascuna riga il braccio malato e quello sano sono la stessa sede e lo stesso materiale, che e' esattamente cio' che la regola 1 chiede. Un controllo sottile non e' un controllo sbagliato.",6,2.5608794949299,0.542525956970389,2311,56.594706123442,"coherent","MeSH:D000544","Alzheimer Disease","k = 5-9",0
"cgroup_L5_7784bb43","corretta",0,"False",0,0,"E' un caso-controllo di malattia: soggetti diversi fra i bracci sono il disegno, non un difetto. Tutte le coppie appaiano cio' che va appaiato — il tipo cellulare («PCOS T helper cells» vs «Healthy T helper cells», «PCOS ASCs» vs «Normal ASCs Control»), il giorno di coltura («PCOS Day 12» vs «Normal Day 12», «PCOS Day 3» vs «Normal Day 3») e la fase del ciclo («PCOS secretory phase» vs «Healthy secretory phase»). Nessuno dei due critici ha sollevato rilievi su questo gruppo e alla rilettura non trovo etichette che dichiarino materiale, sede o trattamento diverso fra i due lati. Sospetto dichiarato, che NON e' di appaiamento: 53% del peso su un solo studio (Kish 2,4 su 6) e appena 27 geni significativi — il gruppo e' debole di potenza, e va detto accanto al verdetto.",6,2.44205948189008,0.527418620145148,27,35.3690639453698,"coherent","STR:pcos","pcos","k = 5-9",0
"cgroup_L5_7805eee6","difettosa",1,"True",2,2,"Cinque studi su sei sono caso-controllo puliti, appaiati per tessuto: 'COVID-19 lymph node' vs 'Healthy lymph node', 'COVID-19 Frontal Cortex' vs 'Healthy Control Frontal Cortex', 'COVID-19 Bronchoalveolar Lavage' vs 'Healthy Normal Human Bronchoalveolar Lavage Cells', 'COVID-19 Lung Tissue' vs 'Healthy Normal Human Lung', 'COVID-19' vs 'Healthy Control'. ACCETTO pero' il rilievo del critico B su GSE154311, che il lettore aveva archiviato come sospetto: i due bracci sono definiti da criteri di separazione cellulare DIVERSI e le etichette lo dicono entrambe — il trattato e' una frazione selezionata per livello di CD16 ('COVID-19 CD16High', 'COVID-19 CD16Int'), il controllo e' la frazione a densita' normale ('Healthy NDN', espanso dallo stesso file nel blocco di riferimento in 'Normal Density Neutrophils Healthy'). Nulla nelle due etichette stabilisce che i due criteri isolino le stesse cellule, e per il braccio CD16-intermedio (neutrofili immaturi) un corrispettivo nella frazione a densita' normale non e' dichiarato: e' la famiglia 'materiale diverso fra i bracci' della regola 4. RESPINTO il rilievo su GSE183533 ('COVID-19 infected lung tissue' vs 'Healthy male lung tissue'): il gruppo e' un caso-controllo di malattia, i soggetti dei due bracci sono per forza persone diverse (regola 3) e il criterio 'sesso diverso' della regola 4 e' scritto per i disegni di trattamento; il tessuto e' polmone su entrambi i lati, nessun secondo agente, nessuna sede diversa. Su questo do ragione al critico A. RESPINTO anche il rilievo sulla doppia riga identica di GSE164332 ('COVID-19 Frontal Cortex' vs 'Healthy Control Frontal Cortex' due volte): e' ripetizione e peso, non disallineamento fra i bracci.",6,3.19038925420902,0.433866135818361,786,71.7262337880026,"coherent","STR:covid_19","covid 19","k = 5-9",1
"cgroup_L5_81b706c4","corretta",0,"False",0,2,"Tutti gli undici confronti oppongono paclitaxel (anche come ""Taxol"") al proprio veicolo dentro lo stesso modello: ""Panc-410_Taxol_24h"" vs ""Panc-410_DMSO_24h"" (tempo appaiato), ""BTY25 Paclitaxel"" vs ""BTY25 Vehicle"", ""Ishikawa + Paclitaxel"" vs ""Ishikawa + Vehicle Control"", ""CTNNB1-mutated Endometrial Cancer + Paclitaxel"" vs ""CTNNB1-mutated Endometrial Cancer + Vehicle Control"" (genotipo identico sui due lati), ""TM00351 Paclitaxel"" vs ""TM00351 Saline Control"". ""HS 578T breast"" e ""HS 578T TNBC"" sono la stessa linea, quindi non c'e' cambio di materiale. RESPINGO entrambi i rilievi del critico B. Il primo (GSE113685, due trattati contro lo stesso ""HS 578T TNBC DMSO"" n=2) non ha la forza che ha in erlotinib e la differenza va detta: li' quattro bracci dichiarano quattro durate MUTUAMENTE ESCLUSIVE contro due soli controlli, qui un braccio dichiara ""72h"" e l'altro tace, e un braccio che tace puo' benissimo essere anch'esso a 72h. Non c'e' contraddizione leggibile, solo un attributo mancante: sospetto, non difetto. Il secondo (GSE199800, ""Paclitaxel"" n=2 contro ""Control"" n=33) e' un pool di controlli di uno screening: che lo studio abbia sia campioni UNTREATED sia DMSO si legge nel riferimento, ma il tipo di controllo di questo gruppo e' proprio ""vehicle_untreated"", che li tiene insieme per costruzione, e nessuna etichetta dichiara una discordanza fra i due bracci. Resta a verbale, con la dominanza (1.6 studi efficaci su 6, 76% del peso su uno solo) che e' un limite di potenza, non di appaiamento.",6,1.64885385480288,0.757564774973133,288,78.6141663637613,"coherent","CHEBI:45863","paclitaxel","k = 5-9",0
"cgroup_L5_922312d6","incerta",0,"True",2,1,"Sull'APPAIAMENTO il gruppo non ha difetti: tutti e sei i confronti mettono un braccio che dichiara ruxolitinib contro un veicolo o un non trattato sullo stesso materiale (`Macrophages treated with ruxolitinib` → `Macrophages treated with vehicle`, `ML-DS2_ruxolitinib` → `ML-DS2_DMSO`, `Ruxolitinib-treated cardiac myocytes` → `DMSO-treated cardiac myocytes`, `Ruxolitinib` → `Untreated`/`Control`/`DMSO`). Il problema e' l'IDENTITA' dell'entita', ed e' dimostrato dal materiale, non solo sospettato: GSE94235 porta UN confronto (n=4 vs 4) che il riferimento leggeva sugli stessi campioni come `Tofacitinib-treated CD8+ T-cells (Donor D1)` → `DMSO-treated CD8+ T-cells (Donor D1)` — etichetta piu' ricca, con tipo cellulare e donatore su ENTRAMBI i bracci. Tofacitinib e ruxolitinib sono due inibitori JAK distinti: una delle due esecuzioni attribuisce quei campioni alla molecola sbagliata, e l'etichetta non dice quale. Lo stesso scambio ricorre su un secondo studio: nel riferimento il pannello GSE217421 conteneva `Tofacitinib-treated cardiac myocytes (donor 1)` e NON conteneva ruxolitinib; ora quel pannello porta un braccio ruxolitinib da 22 trattati che da solo vale il 57% di una meta-analisi che nel riferimento non esisteva. Con quattro studi su sei arrivati da altre chiavi (due da citochine, uno dal pannello di farmaci, uno da tofacitinib), la lettura che non sovrastima il dato e' che l'entita' del gruppo non sia stabilita: verdetto incerta, dichiarato. ACCETTATO il rilievo del critico B su GSE94235. ACCETTATO il rilievo del critico A: la premessa che nel pannello GSE217421 ogni farmaco valga 2-3 campioni NON e' nel materiale — l'elenco del riferimento non riporta alcun numero, e nell'esecuzione nuova lo stesso studio ha un braccio sunitinib da 14 trattati (gruppo efced505). RESPINTO per questo il secondo rilievo del critico B, che su quella premessa si regge: 22 resta il braccio piu' grande, ma non e' l'unicum che l'argomento presuppone.",6,2.31022109651385,0.571847169487951,342,76.3438433706562,"coherent","CHEBI:66919","ruxolitinib","k = 5-9",0
